RecordID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribe
15863,32,services,married,high.school,no,no,no,cellular,aug,wed,1484,1,607,3,failure,1.4,93.16744597,-46.89915514,3.891282344,5127.467332,no
26251,51,retired,married,high.school,no,yes,no,cellular,may,tue,4794,1,762,2,failure,-1.8,93.51776312,-47.20338926,1.796934844,4996.712638,no
19901,48,blue-collar,divorced,basic.4y,no,yes,no,cellular,nov,fri,4342,1,596,4,success,-0.1,94.346969,-29.63904225,0.834238902,5162.318498,no
16616,59,retired,married,basic.9y,no,yes,no,cellular,aug,mon,4109,6,519,6,failure,1.4,93.36097237,-39.52241199,2.359901507,5057.545516,no
5560,39,services,married,high.school,no,no,no,telephone,may,fri,2792,6,773,5,success,1.1,94.60179721,-36.25219874,1.89965527,5125.473235,no
25019,31,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,222,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
232,27,admin.,single,university.degree,no,no,no,telephone,may,mon,106,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1425,28,services,single,high.school,no,unknown,unknown,telephone,may,fri,2388,3,156,2,failure,1.1,92.98107756,-43.00000905,4.552863364,5209.066153,no
9187,38,blue-collar,married,unknown,unknown,no,no,cellular,jul,mon,2980,3,563,5,success,1.4,93.93169906,-45.72274263,0.653099224,5177.348261,no
3127,49,technician,married,professional.course,no,yes,no,telephone,may,tue,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
7508,40,housemaid,married,basic.4y,no,no,no,telephone,jun,mon,286,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
20233,38,technician,married,professional.course,no,yes,no,cellular,mar,fri,4555,2,745,2,nonexistent,-1.8,92.71024928,-30.66386899,4.676079838,5156.573859,yes
11668,69,housemaid,single,professional.course,yes,yes,yes,cellular,apr,wed,3826,46,350,4,success,1.4,92.80672932,-39.44863271,1.676071781,5010.862622,no
5722,45,management,married,university.degree,no,no,no,telephone,jun,mon,4715,2,196,4,nonexistent,1.4,93.51443117,-37.14714331,0.861558862,5136.835444,no
1510,59,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7693,38,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,1064,4,200,2,success,1.4,94.21553365,-37.61119809,1.525092231,5140.459978,no
28248,72,retired,married,basic.4y,no,yes,no,cellular,nov,wed,406,1,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
13265,37,entrepreneur,divorced,high.school,no,no,yes,cellular,jul,wed,2469,1,567,6,success,1.4,92.53276727,-30.42535406,0.719787048,5107.978055,no
11960,26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,508,1,355,5,failure,1.4,93.65764949,-35.0747171,3.615873514,5131.214291,no
8370,48,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,3606,1,413,6,failure,1.4,92.84478647,-30.71213853,3.608886059,5168.025881,no
29555,33,technician,married,professional.course,no,yes,no,cellular,sep,wed,3746,1,338,5,nonexistent,-1.1,94.56026564,-31.23468873,1.969953458,5181.533433,yes
73,45,services,married,professional.course,no,yes,no,telephone,may,mon,1262,1,633,0,success,1.1,93.50446546,-41.95166004,1.983434638,4971.850369,no
19813,49,blue-collar,married,basic.9y,no,yes,no,cellular,nov,fri,271,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
3773,87,services,married,basic.4y,yes,unknown,no,cellular,aug,fri,98,45,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
6297,37,entrepreneur,married,university.degree,unknown,yes,unknown,telephone,aug,wed,427,38,882,5,success,1.4,94.55779693,-49.46651382,3.506404049,5031.247861,yes
15246,49,admin.,married,university.degree,no,yes,no,cellular,aug,thu,260,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2389,38,unknown,married,unknown,unknown,yes,no,telephone,may,thu,253,1,859,3,nonexistent,1.1,93.88217317,-35.57663714,2.54413024,5154.559,no
22616,90,self-employed,divorced,illiterate,yes,unknown,unknown,telephone,mar,tue,81,11,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
10237,27,technician,married,professional.course,no,yes,yes,cellular,jul,mon,324,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26257,67,housemaid,single,unknown,yes,no,unknown,cellular,apr,thu,2432,16,215,2,failure,-1.8,93.30899419,-30.44587519,2.221206899,5029.212352,no
18724,47,technician,married,university.degree,no,no,no,cellular,nov,wed,258,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
19208,32,management,married,university.degree,no,no,no,cellular,nov,thu,203,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
24131,45,admin.,single,high.school,no,yes,no,cellular,may,mon,276,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
1455,29,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,79,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
20830,60,housemaid,married,basic.4y,no,no,no,cellular,apr,wed,85,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
26427,57,retired,married,professional.course,no,yes,no,cellular,jun,mon,1057,2,147,0,failure,-2.9,92.5584205,-50.15185785,1.139739694,5177.556267,yes
2577,47,services,married,high.school,no,unknown,unknown,telephone,may,thu,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
7721,36,management,married,university.degree,no,yes,no,telephone,jun,tue,4417,1,876,1,success,1.4,93.38146747,-45.15285802,1.395233477,5043.996909,no
29956,60,admin.,married,unknown,no,no,no,cellular,nov,tue,1911,2,988,4,failure,-1.1,92.63490301,-31.78553591,0.833539318,5101.603987,no
11602,25,services,single,high.school,no,no,no,cellular,jul,mon,3361,2,444,6,success,1.4,93.79136948,-42.97878922,4.10468548,5209.085751,no
28483,29,admin.,married,university.degree,no,yes,no,cellular,dec,mon,2106,2,992,0,success,-3.0,93.05328436,-46.16695894,1.846555746,5088.597857,no
17772,30,services,single,high.school,no,no,no,cellular,nov,mon,1992,1,375,0,failure,-0.1,93.51623218,-35.55867453,2.902796642,5074.902583,no
6807,39,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,250,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7586,49,management,married,high.school,no,yes,no,telephone,jun,mon,26,18,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
12259,53,blue-collar,married,unknown,no,no,no,cellular,jul,thu,4519,1,930,4,nonexistent,1.4,94.4061998,-33.9088459,4.728383531,4979.442999,no
9637,40,unemployed,married,university.degree,unknown,yes,no,telephone,jul,wed,54,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
8536,43,services,married,high.school,no,no,no,telephone,jun,fri,16,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
3520,38,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,88,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
8496,36,blue-collar,married,high.school,no,no,no,telephone,jun,fri,285,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
5112,65,blue-collar,unknown,basic.9y,unknown,unknown,unknown,telephone,dec,wed,251,46,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
25093,35,entrepreneur,married,professional.course,no,yes,no,telephone,may,thu,12,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
492,48,technician,married,basic.4y,unknown,no,no,telephone,may,tue,118,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
21436,35,blue-collar,married,professional.course,no,yes,yes,telephone,apr,fri,1765,2,945,1,nonexistent,-1.8,93.64107858,-41.59792125,1.08233512,4996.031615,no
2046,41,housemaid,married,basic.6y,no,no,no,telephone,may,wed,2726,1,619,6,nonexistent,1.1,92.66033832,-50.46563281,3.225620109,5189.281974,no
11323,21,admin.,married,unknown,no,yes,no,cellular,jul,fri,3381,3,79,5,success,1.4,92.96076973,-45.23803622,2.893404214,5201.767598,no
8316,40,management,married,unknown,no,yes,no,telephone,jun,fri,673,1,346,3,success,1.4,93.83854574,-40.4570384,3.923549314,5009.637098,no
4435,55,self-employed,married,illiterate,yes,yes,yes,telephone,apr,tue,2735,16,695,2,success,1.1,94.50605867,-44.94263615,3.611880313,5213.201563,yes
12418,28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,159,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
8204,23,blue-collar,single,basic.9y,no,no,no,telephone,jun,thu,359,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
13160,24,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,71,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
20282,29,technician,married,professional.course,no,no,no,cellular,mar,thu,186,1,999,0,nonexistent,-1.8,92.843,-50.0,1.65,5099.1,yes
17398,29,admin.,single,university.degree,no,no,no,cellular,aug,fri,86,3,383,1,nonexistent,1.4,92.56563207,-45.95097117,3.221976505,5191.710144,no
1100,33,admin.,married,high.school,no,yes,no,telephone,may,thu,672,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
22699,46,admin.,married,high.school,unknown,yes,no,cellular,may,wed,4808,1,481,6,success,-1.8,93.09273736,-47.05002582,1.243111393,5114.779745,no
9150,50,technician,married,professional.course,no,no,no,cellular,jul,mon,830,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
8019,49,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,429,13,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
17732,37,admin.,married,university.degree,no,yes,no,cellular,nov,mon,386,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
5685,47,technician,single,professional.course,unknown,yes,yes,telephone,jun,mon,3708,1,882,1,failure,1.4,92.99769666,-30.88029314,4.688155444,5114.719059,no
9275,43,admin.,divorced,basic.9y,unknown,yes,no,cellular,mar,fri,4660,24,951,3,failure,1.4,94.24206863,-48.84995732,4.018341604,5185.35085,yes
27403,37,entrepreneur,married,basic.6y,no,yes,no,cellular,aug,fri,148,2,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,no
24902,35,admin.,married,university.degree,no,no,yes,telephone,may,wed,65,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
2906,37,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,692,1,506,0,failure,1.1,92.54804544,-31.62792963,0.758342413,5120.70913,no
17228,33,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,49,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
25186,32,blue-collar,married,basic.9y,no,unknown,unknown,cellular,may,thu,1020,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
13634,30,services,single,high.school,no,yes,no,cellular,jul,thu,4671,10,701,3,failure,1.4,92.75290368,-40.31540228,2.648337198,5015.735449,no
14512,49,housemaid,married,basic.4y,no,yes,no,cellular,aug,fri,448,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
2585,36,admin.,married,university.degree,no,yes,no,telephone,may,fri,336,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
7827,36,admin.,single,high.school,no,yes,no,telephone,jun,tue,1480,7,569,2,failure,1.4,94.54455482,-41.14965058,3.311787151,5033.60211,no
18050,40,entrepreneur,married,basic.9y,no,no,no,telephone,nov,tue,40,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
8631,55,technician,married,professional.course,no,yes,yes,telephone,jun,fri,61,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
18956,36,blue-collar,married,basic.6y,no,no,no,cellular,nov,wed,299,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
25529,52,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,283,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
11839,47,blue-collar,single,unknown,unknown,yes,no,cellular,jul,tue,78,10,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
10994,39,housemaid,divorced,basic.9y,no,yes,no,cellular,jul,thu,105,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
22896,33,admin.,married,high.school,no,yes,no,telephone,may,wed,48,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
17662,34,admin.,single,university.degree,no,no,no,cellular,nov,mon,3714,2,159,4,nonexistent,-0.1,94.6760383,-50.79697157,3.569682528,5081.083248,no
13253,43,management,married,unknown,no,yes,yes,cellular,jul,wed,595,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
21446,32,admin.,married,high.school,no,no,no,cellular,apr,mon,9,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2623,35,admin.,single,basic.4y,unknown,no,no,telephone,may,fri,283,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29680,19,student,single,basic.4y,no,yes,no,cellular,sep,wed,288,2,864,1,nonexistent,-1.1,94.16032006,-31.99790366,1.147450323,5039.572453,yes
21988,24,technician,single,university.degree,no,yes,no,cellular,apr,thu,4177,1,429,0,success,-1.8,93.68741163,-31.62585368,1.035990262,4977.44196,no
16520,32,admin.,single,university.degree,no,no,no,cellular,aug,fri,2624,1,30,2,success,1.4,92.95545026,-39.02365614,1.635428926,5211.558366,no
4790,39,blue-collar,single,basic.4y,unknown,no,no,telephone,may,wed,565,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29929,18,student,single,unknown,no,yes,no,cellular,nov,tue,2531,2,2,1,failure,-1.1,94.29306566,-35.48703712,2.763460981,5038.796164,no
17792,46,admin.,married,high.school,no,no,no,cellular,nov,mon,141,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
10863,38,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,3398,4,637,6,success,1.4,93.10118898,-46.96549574,1.015921405,5167.046285,no
29139,37,self-employed,married,university.degree,no,no,no,telephone,jun,mon,1308,4,671,2,failure,-1.7,94.7218183,-43.488337,1.619318695,5061.970483,no
13134,55,entrepreneur,single,unknown,unknown,no,no,telephone,jul,wed,542,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
23355,29,services,married,professional.course,no,yes,no,cellular,may,thu,3110,2,726,5,failure,-1.8,92.87860503,-47.7261251,4.089896861,5099.428236,no
21139,45,blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,985,1,30,3,failure,-1.8,92.96719088,-49.11010574,4.486994654,5197.279484,no
28526,59,management,married,university.degree,no,no,no,cellular,dec,thu,994,4,418,4,nonexistent,-3.0,92.92307539,-50.00313699,1.302219547,5143.216652,no
16310,59,retired,married,university.degree,unknown,no,yes,cellular,aug,fri,387,4,360,1,failure,1.4,93.01061415,-34.23319218,2.078788079,5113.274683,no
6446,49,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,290,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
13002,38,unemployed,married,basic.4y,unknown,no,no,cellular,jul,tue,1477,1,520,3,nonexistent,1.4,94.55104904,-31.29214136,1.189910785,4976.33218,yes
29330,31,student,single,university.degree,no,yes,yes,cellular,jul,fri,350,2,999,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,yes
695,44,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,171,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
14813,30,admin.,single,university.degree,no,no,no,cellular,aug,tue,52,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
17304,35,technician,married,high.school,no,no,no,cellular,aug,thu,912,1,232,0,failure,1.4,92.65546755,-42.8255591,0.714403433,4977.033028,no
21363,47,admin.,married,basic.9y,no,yes,yes,cellular,apr,fri,959,3,574,2,failure,-1.8,92.97237701,-27.24562418,2.650664648,5104.45685,no
815,53,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,489,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
14952,31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,465,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
2847,55,unemployed,married,basic.4y,no,yes,no,telephone,nov,wed,4779,55,953,3,failure,1.1,94.3515969,-28.50722346,4.340587822,5151.824874,no
29794,33,blue-collar,single,basic.4y,no,yes,no,cellular,oct,fri,146,1,999,1,failure,-1.1,94.601,-49.5,0.972,4963.6,no
4859,29,services,married,high.school,unknown,no,no,telephone,may,wed,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
21531,42,services,married,university.degree,no,yes,no,cellular,apr,mon,3560,6,936,3,success,-1.8,94.49882447,-35.57227277,3.237515902,5017.448475,no
12873,38,unemployed,married,basic.4y,unknown,yes,no,cellular,jul,tue,176,20,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
20183,37,self-employed,single,basic.9y,unknown,no,no,cellular,jul,tue,1288,4,467,3,nonexistent,-1.8,92.98880609,-37.76313104,1.235615606,4991.764338,yes
25752,24,services,single,high.school,no,yes,yes,cellular,may,fri,20,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
22394,32,technician,single,professional.course,no,no,no,cellular,may,tue,146,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
16040,50,admin.,married,university.degree,no,no,no,telephone,aug,wed,4774,12,368,2,failure,1.4,92.21959771,-35.40377083,0.812141407,4999.053688,no
11885,42,housemaid,married,basic.4y,unknown,no,yes,cellular,jul,wed,123,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
4005,33,blue-collar,divorced,illiterate,no,unknown,no,telephone,jun,tue,207,39,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9725,34,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,218,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
15222,48,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,3825,1,136,6,failure,1.4,92.4751454,-31.23080938,1.416035631,5007.399462,no
10351,43,services,divorced,high.school,no,no,no,cellular,jul,mon,388,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9891,29,technician,single,university.degree,no,no,no,cellular,jul,thu,292,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
4934,51,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,wed,2215,2,125,6,success,1.1,94.17199088,-39.14854688,1.730266859,5016.414341,no
6010,39,self-employed,married,university.degree,unknown,yes,no,telephone,jun,tue,123,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
26857,49,unemployed,married,professional.course,no,yes,no,cellular,jun,tue,298,3,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no
8137,42,services,married,unknown,no,yes,no,telephone,jun,thu,2837,1,720,2,failure,1.4,94.09066032,-32.540488,2.845639703,4977.311899,no
540,55,housemaid,married,basic.4y,no,yes,yes,telephone,may,tue,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
16715,53,admin.,married,university.degree,no,yes,no,cellular,aug,mon,67,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20224,38,technician,married,professional.course,no,no,no,cellular,mar,thu,242,1,602,0,failure,-1.8,94.13814993,-29.49534575,2.919088124,4999.428174,no
10094,52,housemaid,married,basic.4y,no,no,no,cellular,jul,fri,2147,2,337,0,success,1.4,93.75753383,-29.87294896,3.631985504,5024.657365,no
9880,27,technician,single,professional.course,no,no,no,cellular,jul,thu,4829,1,123,3,failure,1.4,92.36535762,-48.62202314,3.857609083,5048.766464,no
7187,41,self-employed,married,high.school,no,unknown,unknown,telephone,jun,wed,143,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
25144,31,entrepreneur,single,university.degree,no,no,no,cellular,may,thu,50,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
14957,46,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,tue,83,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
26551,30,admin.,single,university.degree,no,no,no,cellular,jun,tue,1484,2,942,1,success,-2.9,92.42565612,-41.84402949,2.260047348,5021.819874,yes
16273,50,admin.,married,unknown,no,yes,no,cellular,aug,thu,794,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
10110,50,technician,divorced,professional.course,no,yes,no,telephone,jul,fri,41,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
27027,42,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,72,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,no
4210,59,retired,married,professional.course,unknown,yes,yes,telephone,may,mon,2661,1,50,4,failure,1.1,93.80160498,-42.19778002,3.424586341,5039.153502,no
8350,40,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,jun,fri,1497,1,697,3,success,1.4,92.90637803,-27.71608235,0.776281433,5092.010063,no
15595,32,technician,married,professional.course,no,no,no,cellular,aug,tue,215,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
18938,35,admin.,married,professional.course,no,no,no,cellular,nov,wed,616,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1884,55,technician,married,professional.course,no,no,no,telephone,may,tue,58,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
16948,57,retired,married,professional.course,no,yes,no,cellular,aug,wed,2934,4,180,6,nonexistent,1.4,93.2434425,-49.26792256,4.098043737,5147.500542,no
25667,29,admin.,married,basic.6y,no,no,no,cellular,may,fri,58,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
5644,46,admin.,married,university.degree,no,yes,no,telephone,jun,mon,502,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
1980,34,admin.,single,high.school,no,yes,yes,telephone,may,wed,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29174,38,unemployed,divorced,high.school,no,no,no,telephone,jul,thu,10,1,999,0,nonexistent,-1.7,94.215,-40.3,0.782,4991.6,no
17530,36,admin.,married,university.degree,no,yes,no,telephone,nov,wed,1161,1,281,2,failure,-0.1,92.67279079,-36.48141904,2.729406691,5212.279064,no
5953,50,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,157,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
3686,26,blue-collar,single,high.school,no,no,no,telephone,may,fri,203,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1326,27,services,single,high.school,no,yes,no,telephone,may,fri,167,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
9862,39,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,thu,633,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9117,34,services,married,basic.9y,unknown,yes,no,cellular,jul,mon,969,1,393,5,success,1.4,93.64634336,-34.37780203,3.47346174,5201.928655,no
7772,37,services,divorced,university.degree,unknown,no,yes,telephone,sep,wed,75,22,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
14498,46,technician,married,university.degree,no,no,no,cellular,aug,fri,3781,3,484,0,nonexistent,1.4,94.18832378,-28.40776459,4.834178451,5082.777029,no
25575,33,admin.,single,high.school,no,no,no,cellular,may,fri,16,9,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
14856,41,technician,married,professional.course,no,no,no,cellular,aug,tue,152,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
24858,51,self-employed,married,basic.9y,no,no,no,telephone,may,wed,4473,2,327,3,failure,-1.8,92.65187332,-41.41255641,4.707145912,5163.560404,no
3005,24,services,single,high.school,no,no,no,telephone,may,mon,401,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
8365,42,unemployed,married,high.school,unknown,no,no,telephone,jun,fri,344,1,498,3,failure,1.4,93.55498246,-30.16044095,2.886479298,5086.507354,no
15095,35,technician,single,professional.course,no,yes,no,cellular,aug,wed,152,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
11431,27,blue-collar,married,basic.9y,no,no,yes,cellular,jul,mon,137,1,179,3,success,1.4,94.42504747,-37.33471224,2.360965562,5019.271327,no
26133,27,admin.,single,university.degree,no,no,no,cellular,may,fri,1728,1,288,2,nonexistent,-1.8,94.09111059,-42.42681681,0.763781918,5187.869036,no
3655,39,self-employed,married,basic.4y,unknown,yes,no,telephone,may,wed,315,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
15231,31,admin.,married,university.degree,no,yes,no,cellular,aug,thu,113,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
3782,34,admin.,divorced,basic.6y,no,no,no,telephone,may,fri,2942,2,501,3,nonexistent,1.1,94.2728178,-34.96275308,1.980690302,5222.454629,no
22562,32,management,divorced,university.degree,no,yes,yes,cellular,may,tue,4272,2,405,0,success,-1.8,93.02150994,-27.52259848,4.861375477,5083.64095,no
20143,35,blue-collar,married,basic.9y,no,yes,no,cellular,nov,fri,11,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
9337,28,services,married,high.school,no,no,no,cellular,jul,tue,214,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
21889,34,admin.,divorced,high.school,no,yes,no,cellular,apr,tue,121,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
12246,46,blue-collar,married,high.school,unknown,yes,no,cellular,jul,thu,379,2,581,3,success,1.4,93.360945,-43.16498326,0.725930682,5007.813751,no
4726,34,technician,married,university.degree,no,no,no,telephone,may,wed,222,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
17261,35,technician,single,university.degree,no,no,no,cellular,aug,thu,26,17,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
6271,25,unknown,single,university.degree,no,no,no,telephone,jun,wed,2203,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
19029,50,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,332,4,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
26685,50,services,divorced,high.school,unknown,yes,unknown,cellular,nov,wed,160,21,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
15434,34,admin.,married,university.degree,no,yes,no,cellular,aug,mon,3696,4,679,6,success,1.4,92.48727556,-48.35088573,2.698460009,5085.982062,no
11115,29,admin.,married,university.degree,no,yes,no,cellular,jul,thu,51,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
7386,36,technician,married,professional.course,no,no,yes,telephone,jun,thu,1505,2,743,6,nonexistent,1.4,92.22828332,-34.12000604,2.718226572,5096.252171,no
29096,36,management,married,university.degree,no,no,no,cellular,jun,tue,1683,1,977,4,success,-1.7,93.48372102,-46.71045845,4.290367494,5072.513837,yes
8628,33,management,married,university.degree,no,yes,no,telephone,jun,fri,18,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
14460,40,technician,married,high.school,no,yes,no,cellular,aug,fri,2446,1,265,2,success,1.4,92.63469869,-40.11243228,3.718989019,4974.407159,yes
18911,31,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,251,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
